term_localName,label_en,label_cs,label_de,label_es,label_fr,label_ko,label_nl,label_ru,label_zh-Hans,label_zh-Hant,rdfs_comment_en,rdfs_comment_cs,rdfs_comment_de,rdfs_comment_es,rdfs_comment_fr,rdfs_comment_ko,rdfs_comment_nl,rdfs_comment_ru,rdfs_comment_zh-Hans,rdfs_comment_zh-Hant,dcterms_description_en,dcterms_description_cs,dcterms_description_de,dcterms_description_es,dcterms_description_fr,dcterms_description_ko,dcterms_description_nl,dcterms_description_ru,dcterms_description_zh-Hans,dcterms_description_zh-Hant,examples_en,examples_cs,examples_de,examples_es,examples_fr,examples_ko,examples_nl,examples_ru,examples_zh-Hans,examples_zh-Hant
relationshipRemarks,Relationship Remarks,Poznámky o vztazích,,,Remarques sur les relations,,,,,關係備註,Comments or notes about the relationship between the two resources.,Komentáře nebo poznámky ke vztahu mezi oběma zdroji.,,,Commentaires ou notes sur la relation entre les deux ressources.,,,,,relationshipOfResource的其他文字註記。,,,,,,,,,,,,,,,,,,,,
reproductiveCondition,Reproductive Condition,Reprodukční stav,,,État reproductif,,,,,生殖狀態,The reproductive condition of the biological individual(s) represented in the dwc:Occurrence.,Reprodukční stav biologického jedince (jedinců) zastoupeného v dwc:Occurrence.,,,L'état reproductif du ou des individus considérés dans la dwc:Occurrence.,,,,,,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","Doporučeným osvědčeným postupem je používat řízený slovník. Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu umožňuje pouze IRI, zatímco tento termín umožňuje jakoukoli řetězcovou literální hodnotu.",,,"La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé. Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères.",,,,,,,,,,,,,,,
resourceID,Resource ID,ID zdroje,,,Identifiant de la ressource,,,,,資源ID,An identifier for the resource that is the subject of the relationship.,"Identifikátor prostředku, který je předmětem vztahu.",,,Un identifiant de la ressource qui prend part à la relation en tant que sujet.,,,,,,,,,,,,,,,,,,,,,,,,,
ResourceRelationship,Resource Relationship,Vztah mezi zdroji,,,Relation entre les ressources,,,,,紀錄之間的關係資訊,A relationship of one rdfs:Resource (http://www.w3.org/2000/01/rdf-schema#Resource) to another.,Vztah jednoho rdfs:Resource (http://www.w3.org/2000/01/rdf-schema#Resource) k jinému.,,,Une relation entre une rdfs:Resource (http://www.w3.org/2000/01/rdf-schema#Resource) et une autre.,,,,,,"Resources can be thought of as identifiable records or instances of classes and may include, but need not be limited to instances of dwc:Occurrence, dwc:Organism, dwc:MaterialEntity, dwc:Event, dcterms:Location, dwc:GeologicalContext, dwc:Identification, or dwc:Taxon.","Zdroje lze považovat za identifikovatelné záznamy nebo instance tříd a mohou zahrnovat instance dwc:Occurrence, dwc:Organism, dwc:MaterialEntity, dwc:Event, dcterms:Location, dwc:GeologicalContext, dwc:Identification nebo dwc:Taxon, ale nemusí se na ně omezovat.",,,"Les ressources peuvent être considérées comme des enregistrements reconnaissables ou des instances de classes et peuvent inclure, sans s'y limiter, des instances de dwc:Occurrence, dwc:Organism, dwc:MaterialEntity, dwc:Event, dcterms:Location, dwc:GeologicalContext, dwc:Identification, ou dwc:Taxon.",,,,,,,,,,,,,,,
resourceRelationshipID,Resource Relationship ID,ID vztahu mezi zdroji,,,Identifiant de relation entre les ressources,,,,,紀錄之間的關係資訊ID,"An identifier for an instance of relationship between one resource (the subject) and another (dwc:relatedResource, the object).","Identifikátor instance vztahu mezi jedním zdrojem (subjektem) a jiným zdrojem (dwc:relatedResource, objekt).",,,"Un identifiant pour une instance de relation entre une ressource (le sujet) et une autre (dwc:relatedResource, l'objet).",,,,,,,,,,,,,,,,,,,,,,,,,
sampleSizeUnit,Sample Size Unit,Jednotka velikosti vzorku,,,Unité de la taille de l'échantillon,,,,,樣本大小單位,"The unit of measurement of the size (time duration, length, area, or volume) of a sample in a sampling dwc:Event.","Měrná jednotka velikosti (doba trvání, délka, plocha nebo objem) vzorku při odběru dwc:Event.",,,"L'unité d'une mesure de la taille (durée, longueur, surface ou volume) d'un échantillon dans un dwc:Event d'échantillonnage.",,,,,,"A dwc:sampleSizeUnit must have a corresponding dwc:sampleSizeValue, e.g., `5` for dwc:sampleSizeValue with `m` for dwc:sampleSizeUnit. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","K dwc:sampleSizeUnit musí být přiřazena odpovídající dwc:sampleSizeValue, např. `5` pro dwc:sampleSizeValue s `m` pro dwc:sampleSizeUnit. Tento termín má ekvivalent ve jmenném prostoru dwciri:, který umožňuje jako hodnotu pouze IRI, zatímco tento termín umožňuje jakoukoli řetězcovou literální hodnotu.",,,"Une dwc:sampleSizeUnit doit avoir une dwc:sampleSizeValue correspondante, par exemple, `5` pour dwc:sampleSizeValue avec `m` pour dwc:sampleSizeUnit. Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères.",,,,,,,,,,,,,,,
sampleSizeValue,Sample Size Value,Hodnota velikosti vzorku,,,Valeur de la taille de l'échantillon,,,,,樣本大小,"A numeric value for a measurement of the size (time duration, length, area, or volume) of a sample in a sampling dwc:Event.","Číselná hodnota pro měření velikosti (doba trvání, délka, plocha nebo objem) vzorku při odběru dwc:Event.",,,"Une valeur numérique pour une mesure de la taille (durée, longueur, surface ou volume) d'un échantillon dans un dwc:Event d'échantillonnage.",,,,,,A dwc:sampleSizeValue must have a corresponding dwc:sampleSizeUnit.,Hodnota dwc:sampleSizeValue musí mít odpovídající hodnotu dwc:sampleSizeUnit.,,,Une dwc:sampleSizeValue doit avoir une dwc:sampleSizeUnit correspondante.,,,,,,`5` (sampleSizeValue) with `metre` (sampleSizeUnit),`5` (sampleSizeValue) s `metre` (sampleSizeUnit),,,`5` (sampleSizeValue) avec `metre` [mètre] (sampleSizeUnit),,,,,
samplingEffort,Sampling Effort,Intenzita sběru vzorků,,,Pression d'échantillonnage,,,,,取樣努力量,The amount of effort expended during a dwc:Event.,Množství úsilí vynaloženého během dwc:Event.,,,La quantité d'efforts déployés au cours d'un dwc:Event.,,,,,一次調查的努力量。,,,,,,,,,,,,,,,,,,,,
samplingProtocol,Sampling Protocol,Protokol o sběru vzorků,,,Protocole d'échantillonnage,,,,,調查方法,"The names of, references to, or descriptions of the methods or protocols used during a dwc:Event.","Názvy, odkazy nebo popisy metod nebo protokolů použitých během dwc:Event.",,,"Les noms, références ou descriptions des méthodes ou protocoles utilisés lors d'un dwc:Event.",,,,,調查方法或流程的名稱、描述，或其參考文獻。同一筆調查活動最好不要包含超過一個調查方法，如果超過則建議分為不同筆的調查活動。,"Recommended best practice is describe a dwc:Event with no more than one sampling protocol. In the case of a summary Event with multiple protocols, in which a specific protocol can not be attributed to specific dwc:Occurrences, the recommended best practice is to separate the values in a list with space vertical bar space (` | `). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","Doporučeným osvědčeným postupem je popsat dwc:Event nejvýše jedním protokolem odběru vzorků. V případě souhrnné Události s více protokoly, kdy konkrétní protokol nelze přiřadit konkrétním dwc:Occurrences, je doporučeným osvědčeným postupem oddělit hodnoty v seznamu mezerou svislou čárou mezerou (` | `). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který umožňuje jako hodnotu pouze IRI, zatímco tento termín umožňuje jakoukoli řetězcovou literální hodnotu.",,,"La pratique optimale recommandée consiste à décrire un dwc:Event qu'un et un seul protocole d'échantillonnage. Dans le cas d'un événement synthétique comprenant plusieurs protocoles, dans lequel un protocole spécifique ne peut pas être attribué à des dwc:Occurrences spécifiques, la pratique optimale recommandée est de séparer les valeurs d'une liste par une barre verticale (` | `). Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères.",,,,,,,,,,,,,,,
scientificName,Scientific Name,Vědecký název,,,Nom scientifique,,,,,學名,"The full scientific name, with authorship and date information if known. When forming part of a dwc:Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the dwc:identificationQualifier term.","Úplný vědecký název s údaji o autorství a datu, pokud jsou známy. Pokud je součástí dwc:Identification, měl by to být název v nejnižším taxonomickém stupni, který lze určit. Tento termín by neměl obsahovat identifikační kvalifikace, které by místo toho měly být uvedeny v termínu dwc:identificationQualifier.",,,"Le nom scientifique complet, avec les informations concernant l'auteur et la date si elles sont connues. Lorsqu'il fait partie d'une dwc:Identification, il doit s'agir du nom du rang taxonomique le plus précis qui puisse être déterminé. Ce terme ne doit pas contenir de qualificatifs d'identification, qui doivent être fournies sous le terme dwc:identificationQualifier.",,,,,完整的學名，包括已知的作者和日期資訊。若是作為鑑定的一部分，應是可確定的最低分類階層的名稱。,"This term should not contain identification qualifications, which should instead be supplied in the IdentificationQualifier term. When applied to an Organism or Occurrence, this term should be used to represent the scientific name that was applied to the associated Organism in accordance with the Taxon to which it was or is currently identified. Names should be compliant to the most recent nomenclatural code. For example, names of hybrids for algae, fungi and plants should follow the rules of the International Code of Nomenclature for algae, fungi, and plants (Schenzhen Code Articles H.1, H.2 and H.3). Thus, use the multiplication sign `×` (Unicode `U+00D7`, HTML `&times;`) to identify a hybrid, not `x` or `X`, if possible.","Tento výraz by neměl obsahovat identifikační kvalifikace, které by měly být uvedeny v termínu IdentificationQualifier. Pokud je tento termín použit pro organismus nebo výskyt, měl by představovat vědecký název, který byl použit pro související organismus v souladu s taxonem, k němuž byl nebo je v současnosti identifikován. Názvy by měly být v souladu s nejnovějším nomenklaturním kódem. Například názvy hybridů řas, hub a rostlin by se měly řídit pravidly Mezinárodního nomenklaturního kodexu pro řasy, houby a rostliny (Schenzhenův kodex, články H.1, H.2 a H.3). Pro označení hybridu tedy používejte násobící znak `×` (Unicode `U+00D7`, HTML `&times;`), nikoli `x` nebo `X`, pokud je to možné.",,,"Ce terme ne doit pas contenir de qualificatifs d'identification, qui doivent être fournis dans le terme IdentificationQualifier. Lorsqu'il est appliqué à un organisme ou à une occurrence, ce terme doit être utilisé pour représenter le nom scientifique qui a été appliqué à l'organisme associé conformément au taxon auquel il a été ou est actuellement identifié. Les noms doivent être conformes au code de nomenclature en cours. Par exemple, les noms des hybrides d'algues, de champignons et de plantes doivent suivre les règles du Code international de nomenclature pour les algues, les champignons et les plantes (articles H.1, H.2 et H.3 du code de Schenzhen). Ainsi, pour identifier un hybride, il faut, si possible, utiliser le signe de multiplication `×` (Unicode `U+00D7`, HTML `&times;`) et non pas `x` ou `X`.",,,,,,"`Coleoptera` (order); `Vespertilionidae` (family); `Manis` (genus); `Ctenomys sociabilis` (genus + specificEpithet); `Ambystoma tigrinum diaboli` (genus + specificEpithet + infraspecificEpithet); `Roptrocerus typographi (Györfi, 1952)` (genus + specificEpithet + scientificNameAuthorship); `Quercus agrifolia var. oxyadenia (Torr.) J.T. Howell` (genus + specificEpithet + taxonRank + infraspecificEpithet + scientificNameAuthorship); `×Agropogon littoralis (Sm.) C. E. Hubb.`; `Mentha ×smithiana R. A. Graham`; `Agrostis stolonifera L. × Polypogon monspeliensis (L.) Desf.`","`Coleoptera` (řád); `Vespertilionidae` (čeleď); `Manis` (rod); `Ctenomys sociabilis` (rod + specificEpithet); `Ambystoma tigrinum diaboli` (rod + specificEpithet + infraspecificEpithet); `Roptrocerus typographi (Györfi, 1952)` (rod + specificEpithet + scientificNameAuthorship); `Quercus agrifolia var. oxyadenia (Torr.) J.T. Howell` (genus + specificEpithet + taxonRank + infraspecificEpithet + scientificNameAuthorship); `×Agropogon littoralis (Sm.) C. E. Hubb.`; `Mentha ×smithiana R. A. Graham`; `Agrostis stolonifera L. × Polypogon monspeliensis (L.) Desf.`",,"`Coleoptera` (order); `Vespertilionidae` (family); `Manis` (genus); `Ctenomys sociabilis` (genus + specificEpithet); `Ambystoma tigrinum diaboli` (genus + specificEpithet + infraspecificEpithet); `Roptrocerus typographi (Györfi, 1952)` (genus + specificEpithet + scientificNameAuthorship); `Quercus agrifolia var. oxyadenia (Torr.) J.T. Howell` (genus + specificEpithet + taxonRank + infraspecificEpithet + scientificNameAuthorship); `×Agropogon littoralis (Sm.) C. E. Hubb.`; `Mentha ×smithiana R. A. Graham`; `Agrostis stolonifera L. × Polypogon monspeliensis (L.) Desf.`","`Coleoptera` (order); `Vespertilionidae` (family); `Manis` (genus); `Ctenomys sociabilis` (genus + specificEpithet); `Ambystoma tigrinum diaboli` (genus + specificEpithet + infraspecificEpithet); `Roptrocerus typographi (Györfi, 1952)` (genus + specificEpithet + scientificNameAuthorship); `Quercus agrifolia var. oxyadenia (Torr.) J.T. Howell` (genus + specificEpithet + taxonRank + infraspecificEpithet + scientificNameAuthorship); `×Agropogon littoralis (Sm.) C. E. Hubb.`; `Mentha ×smithiana R. A. Graham`; `Agrostis stolonifera L. × Polypogon monspeliensis (L.) Desf.`",,,,,
scientificNameAuthorship,Scientific Name Authorship,Autorství vědeckého názvu,,,Auteur du nom scientifique,,,,,學名命名者,The authorship information for the dwc:scientificName formatted according to the conventions of the applicable dwc:nomenclaturalCode.,Informace o autorství pro dwc:scientificName formátované podle konvencí příslušného dwc:nomenclaturalCode.,,,Les informations relatives à l'autorité du dwc:scientificName formatées selon les conventions du dwc:nomenclaturalCode correspondant.,,,,,,,,,,,,,,,,,,,,,,,,,
scientificNameID,Scientific Name ID,ID vědeckého názvu,,ID del nombre científico,Identifiant du nom scientifique,,,,,學名ID,An identifier for the nomenclatural (not taxonomic) details of a scientific name.,Identifikátor pro nomenklaturní (nikoli taxonomické) údaje vědeckého názvu.,,Un identificador de los detalles de la nomenclatura (no taxonómica) de un nombre científico.,Un identifiant pour les détails nomenclaturaux (et non taxonomiques) d'un nom scientifique.,,,,,,,,,,,,,,,,,,,,,,,,,
sex,Sex,Pohlaví,,,Sexe,,,,,性別,The sex of the biological individual(s) represented in the dwc:Occurrence.,Pohlaví biologického jedince zastoupeného (jedinců zastoupených) v dwc:Occurrence.,,,Le sexe de l'individu ou des individus représentés dans la dwc:Occurrence.,,,,,,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","Doporučeným osvědčeným postupem je používat řízený slovník. Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu umožňuje pouze IRI, zatímco tento termín umožňuje jakoukoli řetězcovou literální hodnotu.",,,"La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé. Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères.",,,,,,,,,,,,,,,
specificEpithet,Specific Epithet,Specifický epithet,,Epíteto Específico,Épithète spécifique,,,,,種小名,The name of the first or species epithet of the dwc:scientificName.,Název prvního nebo druhového epiteta dwc:scientificName.,,El nombre del primer epíteto o el epíteto de la especie del dwc:scientificName.,Le nom de la première épithète ou de l'épithète spécifique du dwc:scientificName.,,,,,,,,,,,,,,,,,,,,,,,,,
startDayOfYear,Start Day Of Year,Počáteční den roku,,,Premier jour pour une année donnée,,,,,,"The earliest integer day of the year on which the dwc:Event occurred (1 for January 1, 365 for December 31, except in a leap year, in which case it is 366).","Nejbližší celý den v roce, kdy dwc:Event nastala (1 pro 1. leden, 365 pro 31. prosinec, s výjimkou přestupného roku, kdy je to 366).",,,"Le dernier jour entier de l'année où le dwc:Event s'est produit (1 pour le 1er janvier, 365 pour le 31 décembre, sauf si l'année est bissextile, auquel cas le 31 décembre aura le numéro 366).",,,,,,,,,,,,,,,,"`1` (1 January); `366` (31 December); `365` (30 December in a leap year, 31 December in a non-leap year)","`1` (1. ledna); `366` (31. prosince); `365` (30. prosince v přestupném roce, 31. prosince v nepřestupném roce)",,,"`1` (1er janvier) ; `32` (1er février) ; `366` (31 décembre) ; `365` (30 décembre d'une année bissextile, 31 décembre d'une année commune)",,,,,
stateProvince,First Order Division,Členění prvního řádu,,,Division de premier ordre,,,,,,"The name of the next smaller administrative region than country (state, province, canton, department, region, etc.) in which the dcterms:Location occurs.","Název nejbližší menší správní oblasti než země (stát, provincie, kanton, departement, region atd.), ve které se dcterms:Location vyskytuje.",,,"Le nom de la région administrative immédiatement inférieure au pays (état, province, canton, département, région, etc.) dans laquelle se trouve la dcterms:Location.",,,,,,"Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names. Recommended best practice is to leave this field blank if the dcterms:Location spans multiple entities at this administrative level or if the dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both.","Doporučeným osvědčeným postupem je používat řízený slovník, například Getty Thesaurus of Geographic Names. Doporučeným osvědčeným postupem je ponechat toto pole prázdné, pokud dcterms:Location pokrývá více entit na této administrativní úrovni nebo pokud dcterms:Location může být v jedné nebo jiné z více možných entit na této úrovni. Násobnost a neurčitost geografické entity lze zachytit buď v termínu dwc:higherGeography, nebo v termínu dwc:locality, případně v obou.",,,"La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé tel que le Getty Thesaurus of Geographic Names. La pratique optimale recommandée est de laisser ce champ vide si la dcterms:Location recouvre plusieurs entités à ce niveau administratif ou si la dcterms:Location pourrait se trouver dans l'une ou l'autre des multiples entités possibles à ce niveau. La multiplicité et l'incertitude de l'entité géographique peuvent être renseignées soit dans le terme dwc:higherGeography, soit dans le terme dwc:locality, soit dans les deux.",,,,,,,,,,,,,,,
subfamily,Subfamily,Podčeleď,,Subfamilia,Sous-famille,,,,,亞科,The full scientific name of the subfamily in which the dwc:Taxon is classified.,"Úplný vědecký název podčeledi, do které je dwc:Taxon zařazen.",,El nombre científico completo de la subfamilia en el que se clasifica el dwc:Taxon.,Le nom scientifique complet de la sous-famille dans laquelle le dwc:Taxon est classé.,,,,,,,,,,,,,,,,,,,,,,,,,
subgenus,Subgenus,Podrod,,Subgénero,Sous-genre,,,,,亞屬,The full scientific name of the subgenus in which the dwc:Taxon is classified.,"Úplný vědecký název podrodu, do kterého je dwc:Taxon zařazen.",,El nombre científico completo del subgénero en el que se clasifica el dwc:Taxon.,Le nom scientifique complet du sous-genre dans lequel le dwc:Taxon est classé.,,,,,,A value for this term should be a complete subgenus name as required by the appropriate nomenclatural code.,"Hodnota tohoto termínu by měla být úplným názvem podrodu, jak to vyžaduje příslušný nomenklaturní kód.",,Un valor para este término debe ser un nombre de subgénero completo según lo requiera el código de nomenclatura apropiado.,La valeur de ce terme doit être un nom de sous-genre complet tel que requis par le code de nomenclature approprié.,,,,,,,,,,,,,,,
subtribe,Subtribe,Podkmen,,Subtribu,Sous-tribu,,,,,,The full scientific name of the subtribe in which the dwc:Taxon is classified.,"Úplný vědecký název podkmene, do kterého je dwc:Taxon zařazen.",,El nombre científico completo de la subtribu en el que se clasifica el dwc:Taxon.,Le nom scientifique complet de la sous-tribu dans laquelle le dwc:Taxon est classé.,,,,,,,,,,,,,,,,,,,,,,,,,
superfamily,Superfamily,Nadčeleď,,Superfamilia,Super-famille,,,,,亞科,The full scientific name of the superfamily in which the dwc:Taxon is classified.,"Úplný vědecký název nadčeledi, do které je dwc:Taxon zařazen.",,El nombre científico completo de la superfamilia en el que se clasifica el dwc:Taxon.,Le nom scientifique complet de la super-famille dans laquelle le dwc:Taxon est classé.,,,,,,"A taxonomic category subordinate to an order and superior to a family. According to ICZN article 29.2, the suffix `-oidea` is used for a superfamily name.",Taxonomická kategorie podřízená řádu a nadřazená čeledi. Podle článku 29.2 ICZN se pro název nadčeledi používá přípona `-oidea`.,,,"Une catégorie taxonomique subordonnée à un ordre et supérieure à une famille. Selon l'article 29.2 de l'ICZN, le suffixe `-oidea` est utilisé pour un nom de super-famille.",,,,,,,,,,,,,,,
Taxon,Taxon,Taxon,,Taxón,Taxon,,,,,分類群,A group of organisms (sensu http://purl.obolibrary.org/obo/OBI_0100026) considered by taxonomists to form a homogeneous unit.,"Skupina organismů (sensu http://purl.obolibrary.org/obo/OBI_0100026), kterou taxonomové považují za homogenní jednotku.",,,Groupe d'organismes (sensu http://purl.obolibrary.org/obo/OBI_0100026) considérés par les taxonomistes comme formant une unité homogène.,,,,,,,,,,,,,,,,,,,,,,,,,
taxonConceptID,Taxon Concept ID,ID návrhu taxonu,,,Identifiant du concept de taxon,,,,,分類群概念ID,An identifier for the taxonomic concept to which the record refers - not for the nomenclatural details of a dwc:Taxon.,"Identifikátor taxonomického konceptu, ke kterému se záznam vztahuje - nikoliv nomenklaturní údaje o dwc:Taxon.",,,Un identifiant pour le concept taxonomique auquel l'enregistrement se réfère - pas pour les détails nomenclaturaux d'un dwc:Taxon.,,,,,,,,,,,,,,,,,,,,,,,,,
taxonID,Taxon ID,ID taxonu,,ID del Taxón,Identifiant de taxon,,,,,分類群ID,An identifier for the set of dwc:Taxon information. May be a global unique identifier or an identifier specific to the data set.,Identifikátor souboru informací dwc:Taxon. Může to být globální jedinečný identifikátor nebo identifikátor specifický pro soubor dat.,,Un identificador para el la información del conjunto dwc:Taxon. Puede ser un identificador único global o un identificador específico para el conjunto de datos.,Un identifiant pour l'ensemble des informations portant sur le dwc:Taxon. Il peut s'agir d'un identifiant unique global (GUI) ou d'un identifiant spécifique au jeu de données.,,,,,,,,,,,,,,,,,,,,,,,,,
taxonomicStatus,Taxonomic Status,Taxonomický status,,,Statut taxonomique,,,,,物種分類狀態,"The status of the use of the dwc:scientificName as a label for a taxon. Requires taxonomic opinion to define the scope of a dwc:Taxon. Rules of priority then are used to define the taxonomic status of the nomenclature contained in that scope, combined with the experts opinion. It must be linked to a specific taxonomic reference that defines the concept.","Stav použití dwc:scientificName jako označení taxonu. Vyžaduje taxonomické stanovisko k vymezení rozsahu dwc:Taxon. Pravidla priority se pak používají k definování taxonomického statusu nomenklatury obsažené v tomto rozsahu v kombinaci se stanoviskem odborníků. Musí být propojen s konkrétním taxonomickým odkazem, který definuje daný pojem.",,,Le statut de l'utilisation d'un dwc:scientificName comme étiquette pour un taxon. Cela nécessite un avis taxonomique pour définir le périmètre d'un dwc:Taxon. Les règles de priorité et l'avis des experts sont ensuite utilisées pour définir le statut taxonomique du nom donné à ce taxon. Ce statut doit être lié à une référence taxonomique spécifique qui définit le concept.,,,,,,Recommended best practice is to use a controlled vocabulary.,Doporučeným osvědčeným postupem je používat řízený slovník.,,,La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé.,,,,,,,,,,,,,,,
taxonRank,Taxon Rank,Zařazení taxonu,,,Rang du taxon,,,,,分類群階層,The taxonomic rank of the most specific name in the dwc:scientificName.,Taxonomické zařazení nejkonkrétnějšího názvu v dwc:scientificName.,,,Le rang taxonomique du nom le moins inclusif composant le dwc:scientificName .,,,,,,"Recommended best practice is to use a controlled vocabulary. The taxon ranks of algae, fungi and plants are defined in the International Code of Nomenclature for algae, fungi, and plants (Schenzhen Code Articles H3.2, H4.4 and H.3.1).","Doporučeným osvědčeným postupem je používat řízený slovník. Řady taxonů řas, hub a rostlin jsou definovány v Mezinárodním kodexu nomenklatury pro řasy, houby a rostliny (články H3.2, H4.4 a H.3.1 Schenzhenova kodexu).",,,"La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé. Les rangs des taxons d'algues, de champignons et de plantes sont définis dans le Code international de nomenclature pour les algues, les champignons et les plantes (articles H3.2, H4.4 et H.3.1 du Code de Schenzhen).",,,,,,,,,,,,,,,
taxonRemarks,Taxon Remarks,Poznámky k taxonu,,,Remarques sur le taxon,,,,,分類群註記,Comments or notes about the taxon or name.,Poznámky nebo poznámky k taxonu nebo názvu.,,,Commentaires ou notes sur le taxon ou le nom.,,,,,,,,,,,,,,,,,,,,,,,,,
tribe,Tribe,Kmen,,Tribu,Tribu,,,,,,The full scientific name of the tribe in which the dwc:Taxon is classified.,"Úplný vědecký název kmene, do kterého je dwc:Taxon zařazen.",,El nombre científico completo de la tribu en el que se clasifica el dwc:Taxon.,Le nom scientifique complet de la tribu dans laquelle le dwc:Taxon est classé.,,,,,,,,,,,,,,,,,,,,,,,,,
typeStatus,Type Status,Typový status,,,Statut de typification,,,,,學名標本模式,"A list (concatenated and separated) of nomenclatural types (type status, typified scientific name, publication) applied to the subject.","Seznam (spojený a oddělený) nomenklaturních typů (status typu, typizovaný vědecký název, publikace), které se na předmět vztahují.",,,"Une liste (concaténée et séparée) des dimensions liées à la typification (statut de type, nom scientifique typifié, publication) appliquées au sujet.",,,,,學名標本模式，最好能使用控制詞彙。,"Recommended best practice is to separate the values in a list with space vertical bar space (` | `). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","Doporučeným postupem je oddělovat hodnoty v seznamu mezerou svislou čarou mezerou (` | `). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu povoluje pouze IRI, zatímco tento termín povoluje jakoukoli řetězcovou literální hodnotu.",,"La práctica recomendada es separar los valores de una lista con un espacio, una barra vertical y otro espacio (` | `). Este término tiene un equivalente en el dwciri: namespace que solo permite un IRI como valor, mientras que este término permite cualquier valor literal de cadena.","La pratique optimale recommandée est de séparer les valeurs d'une liste par une barre verticale (` | `). Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères.",,,,,,,,,,,,,,,
verbatimCoordinates,Verbatim Coordinates,Přesné souřadnice,,,Verbatim des coordonnées,,,,,字面上座標,"The verbatim original spatial coordinates of the dcterms:Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in dwc:verbatimSRS and the coordinate system should be stored in dwc:verbatimCoordinateSystem.","Doslovné původní prostorové souřadnice dcterms:Location. Souřadnicový elipsoid, geodeticDatum nebo úplný prostorový referenční systém (SRS) pro tyto souřadnice by měl být uložen v dwc:verbatimSRS a souřadnicový systém by měl být uložen v dwc:verbatimCoordinateSystem.",,,"Les coordonnées spatiales originales du dcterms:Location. L'ellipsoïde de coordonnées, le geodeticDatum ou le système de référence spatiale (SRS) complet pour ces coordonnées doit être enregistré dans dwc:verbatimSRS et le système de coordonnées doit être enregistré dans dwc:verbatimCoordinateSystem.",,,,,,,,,,,,,,,,,,,,,,,,,
verbatimCoordinateSystem,Verbatim Coordinate System,Přesný souřadnicový systém,,,Verbatim du système de coordonnées,,,,,字面上座標格式,The coordinate format for the dwc:verbatimLatitude and dwc:verbatimLongitude or the dwc:verbatimCoordinates of the dcterms:Location.,Formát souřadnic dwc:verbatimLatitude a dwc:verbatimLongitude nebo dwc:verbatimCoordinates dcterms:Location.,,,Le format de coordonnées pour les dwc:verbatimLatitude et dwc:verbatimLongitude ou les dwc:verbatimCoordinates de la dcterms:Location.,,,,,,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","Doporučeným osvědčeným postupem je používat řízený slovník. Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu umožňuje pouze IRI, zatímco tento termín umožňuje jakoukoli řetězcovou literální hodnotu.",,,"La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé. Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères.",,,,,,,,,,,,,,,
verbatimDepth,Verbatim Depth,Přesná hloubka,,,Verbatim de la profondeur,,,,,,The original description of the depth below the local surface.,Původní popis hloubky pod místním povrchem.,,,La description originale de la profondeur sous la surface locale.,,,,,,,,,,,,,,,,,,,,,,,,,
